"","SVSPP","SCINAME","COMNAME","CRUISE6","STATION","PDSEX","PDID","PYLEN","PYLEST","PYNAM","PDLEN"
"227",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198102,423,2,2,22000,NA,"AMMODYTES SP",94
"228",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199802,46,2,1,7000,NA,"LOLIGO SP",85
"229",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,246,2,4,25000,NA,"CLUPEIDAE",95
"230",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198104,101,2,5,10000,NA,"AMMODYTES SP",90
"231",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198803,313,2,1,27000,NA,"CLUPEIDAE",89
"232",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198801,47,2,5,17000,NA,"AMMODYTES SP",85
"233",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200904,373,1,1,22000,"N","CLUPEA HARENGUS",78
"234",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198904,210,2,1,6000,NA,"LOLIGO SP",85
"235",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,1,2,2,20000,NA,"TRIGLIDAE",88
"236",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198803,320,2,5,10000,NA,"CEPHALOPODA",84
"237",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200803,63,1,301,4000,"N","LOLIGO SP",81
"238",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,1,2,8,15000,NA,"LOLIGO SP",100
"239",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,6,2,20,500,NA,"HYPERIIDAE",30
"240",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198106,348,1,11,10000,NA,"ILLEX SP",59
"241",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,10,2,11,9400,NA,"LOLIGO SP",95
"242",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,10,2,12,20000,NA,"LOLIGO SP",96
"243",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,12,2,17,11500,NA,"FISH",96
"244",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198904,257,2,7,49800,NA,"MACROZOARCES AMERICANUS",86
"245",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,44,2,9,12000,NA,"ALOSA PSEUDOHARENGUS",102
"246",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,14,2,7,18000,NA,"LOLIGO SP",999.99
"247",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198202,51,2,9,13000,NA,"FISH",83
"248",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200101,153,1,3,25000,"N","CLUPEIDAE",82
"249",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,49,2,11,31000,NA,"ECHIOPHIS INTERTINCTUS",98
"250",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199502,68,2,4,17000,NA,"LOLIGO SP",76
"251",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,108,2,6,15000,NA,"AMMODYTES SP",71
"252",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,22,2,10,10700,NA,"LOLIGO SP",93
"253",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198202,92,2,1,4000,NA,"FISH",86
"254",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,35,2,2,5800,NA,"ANCHOA MITCHILLI",92
"255",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,124,2,1,3500,NA,"LOLIGO SP",79
"256",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200603,53,2,8,25000,"E","SCOMBER SCOMBRUS",92
"257",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,35,2,8,4400,NA,"ANCHOA MITCHILLI",98
"258",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,35,2,10,5000,NA,"ANCHOA MITCHILLI",103
"259",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200402,29,2,1,6000,"N","UROPHYCIS REGIA",84
"260",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199601,80,1,2,19500,NA,"SCOMBRIDAE",77
"261",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,90,2,1,23600,NA,"OPHIDIIDAE",98
"262",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198202,227,2,6,8000,NA,"CANCER IRRORATUS",101
"263",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199502,87,1,1,23000,NA,"CLUPEA HARENGUS",66
"264",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198202,242,2,2,16000,NA,"SCOMBRIDAE",98
"265",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,45,2,8,14000,NA,"SYMPHURUS SP",67
"266",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199002,12,2,6,18800,NA,"AMMODYTES SP",63
"267",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,37,2,9,6500,NA,"FISH",73
"268",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,39,2,2,6900,NA,"ENGRAULIDAE",88
"269",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199002,28,1,14,3400,NA,"AMMODYTES SP",69
"270",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,39,2,9,5500,NA,"ENGRAULIDAE",76
"271",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,39,2,10,8400,NA,"ENGRAULIDAE",88
"272",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198202,330,1,6,4000,NA,"EUPHAUSIIDAE",71
"273",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,39,2,14,6500,NA,"ENGRAULIDAE",86
"274",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,40,2,12,16300,NA,"SYMPHURUS SP",86
"275",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200209,332,2,2,5000,"N","LOLIGO PEALEII",80
"276",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199002,68,2,15,5400,NA,"ENGRAULIDAE",91
"277",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199002,68,2,17,5000,NA,"ENGRAULIDAE",107
"278",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,43,2,12,2500,NA,"CEPHALOPODA",999.99
"279",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,44,2,7,11500,NA,"SYMPHURUS SP",999.99
"280",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,162,1,15,18400,NA,"SCOMBRIDAE",73
"281",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,47,2,1,8500,NA,"LEIOSTOMUS XANTHURUS",75
"282",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199206,170,2,2,6000,NA,"LOLIGO SP",69
"283",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199002,105,2,5,17200,NA,"AMMODYTES SP",82
"284",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200102,268,2,1,12400,"N","MELANOSTIGMA ATLANTICUM",77
"285",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200001,106,2,1,28000,"N","UROPHYCIS CHUSS",94
"286",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200201,9,2,1,14500,"N","ETRUMEUS TERES",81
"287",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,170,2,16,32000,NA,"SCOMBRIDAE",103
"288",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198402,201,1,20,17000,NA,"SCOMBRIDAE",999.99
"289",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,49,2,2,1900,NA,"CEPHALOPODA",86
"290",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200604,344,2,1,43000,"N","CRYPTACANTHODES MACULATUS",91
"291",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,192,1,25,14000,NA,"UROPHYCIS CHUSS",75
"292",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,50,2,7,4500,NA,"CITHARICHTHYS ARCTIFRONS",72
"293",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199804,122,2,1,5000,"N","LOLIGO SP",83
"294",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199401,150,2,5,12000,NA,"CITHARICHTHYS ARCTIFRONS",48
"295",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,13,2,5,14700,NA,"EMPTY",102
"296",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200501,30,2,3,5500,"N","OPHIDIIDAE",72
"297",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200703,30,2,1,7000,"N","LOLIGO SP",83
"298",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200201,51,2,4,27000,"N","OPHICHTHIDAE",82
"299",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199901,16,1,1,27000,"N","LEPOPHIDIUM PROFUNDORUM",73
"300",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,193,2,15,30000,NA,"LIMANDA FERRUGINEA",100
"301",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199004,266,1,6,3200,NA,"FISH",49
"302",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,61,2,2,2800,NA,"LOLLIGUNCULA BREVIS",77
"303",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198206,303,2,3,10000,NA,"AMMODYTES SP",40
"304",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200005,120,2,2,3500,"N","LOLIGO SP",81
"305",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,14,2,1,7000,NA,"CEPHALOPODA",97
"306",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199503,26,1,2,4500,NA,"ENGRAULIDAE",83
"307",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200902,93,2,1,32500,"N","OPHICHTHIDAE",94
"308",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200503,20,1,302,8000,"E","STENOTOMUS CHRYSOPS",82
"309",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198904,190,2,29,28000,NA,"CLUPEIDAE",100
"310",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,68,2,6,19200,NA,"AMMODYTES SP",83
"311",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198303,9,2,16,22000,NA,"STENOTOMUS CHRYSOPS",100
"312",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198303,26,2,3,7000,NA,"OCTOPODA",87
"313",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,34,2,10,6000,NA,"CRUSTACEA SHRIMP",89
"314",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200807,197,2,3,6000,"N","LOLIGO SP",92
"315",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,34,2,16,12000,NA,"ALOSA PSEUDOHARENGUS",89
"316",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,35,2,1,12000,NA,"ALOSA PSEUDOHARENGUS",100
"317",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,27,2,6,4600,NA,"ENGRAULIDAE",73
"318",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,36,2,1,5000,NA,"ANCHOA MITCHILLI",68
"319",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,1,2,2,20000,NA,"TRIGLIDAE",88
"320",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198405,210,2,12,8000,NA,"FISH",99
"321",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198303,165,1,1,4000,NA,"AMMODYTES SP",81
"322",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,39,2,10,10200,NA,"BREVOORTIA TYRANNUS",999.99
"323",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198303,166,2,5,4000,NA,"AMMODYTES SP",69
"324",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198303,167,1,3,4000,NA,"AMMODYTES SP",76
"325",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,42,2,12,6000,NA,"ANCHOA MITCHILLI",78
"326",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,102,2,21,17000,NA,"MACROZOARCES AMERICANUS",64
"327",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198303,293,1,2,16000,NA,"AMMODYTES SP",71
"328",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,43,2,10,6000,NA,"ENGRAULIDAE",75
"329",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,44,2,9,15000,NA,"ALOSA PSEUDOHARENGUS",102
"330",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198303,294,1,8,13000,NA,"AMMODYTES SP",77
"331",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198303,295,2,1,4000,NA,"CANCER IRRORATUS",99
"332",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,61,2,97,5400,NA,"ENGRAULIDAE",92
"333",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,62,2,5,13700,NA,"PEPRILUS TRIACANTHUS",100
"334",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,108,2,3,16500,NA,"AMMODYTES SP",70
"335",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,108,2,6,16500,NA,"AMMODYTES SP",71
"336",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200202,104,2,4,19000,"E","CYNOSCION REGALIS",92
"337",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201404,171,1,67400,19000,"N","GADIFORMES",77
"338",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198502,12,2,7,4000,NA,"CEPHALOPODA",100
"339",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,124,2,1,6000,NA,"LOLIGO SP",79
"340",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,110,2,5,19000,NA,"AMMODYTES SP",82
"341",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,110,2,9,17000,NA,"AMMODYTES SP",84
"342",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,72,2,8,10000,NA,"CLUPEIDAE",90
"343",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,78,2,57,5500,NA,"CENTROPRISTIS STRIATA",83
"344",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200407,242,2,2,2000,"N","MYOXOCEPHALUS OCTODECEMSPINOSUS",75
"345",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199908,169,2,3,4500,"N","LOLIGO SP",75
"346",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198306,287,2,20,8000,NA,"LOLIGO SP",999.99
"347",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200610,344,2,1,15000,"N","LOLIGO SP",85
"348",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200002,249,2,1,18000,"N","FISH",96
"349",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,45,2,1,10000,NA,"SYMPHURUS SP",88
"350",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198502,82,2,10,6000,NA,"ENGRAULIDAE",82
"351",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,105,2,2,18000,NA,"AMMODYTES SP",96
"352",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,125,1,4,10000,NA,"LOLIGO SP",53
"353",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,106,2,1,20000,NA,"CTENOPHORA",86
"354",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,136,2,12,14000,NA,"MACROZOARCES AMERICANUS",90
"355",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,139,2,2,15000,NA,"LIMANDA FERRUGINEA",83
"356",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199601,112,1,4,20500,NA,"SCOMBRIDAE",57
"357",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,142,2,13,27000,NA,"LIMANDA FERRUGINEA",91
"358",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199301,23,1,2,11000,NA,"PEPRILUS TRIACANTHUS",81
"359",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,143,2,17,27000,NA,"GADIDAE",87
"360",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,170,2,5,8900,NA,"LOLIGO SP",74
"361",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198402,48,2,1,15000,NA,"ANIMAL REMAINS",86
"362",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,155,2,2,3500,NA,"AMMODYTES SP",81
"363",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,155,2,10,4000,NA,"AMMODYTES SP",78
"364",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199002,92,2,5,18400,NA,"AMMODYTES SP",999.99
"365",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,155,2,16,5400,NA,"AMMODYTES SP",72
"366",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198402,74,2,5,18000,NA,"ANCHOA MITCHILLI",95
"367",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198402,88,2,2,6000,NA,"PRIONOTUS CAROLINUS",78
"368",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198402,136,2,1,13000,NA,"AMMODYTES SP",87
"369",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198402,178,2,1,30000,NA,"SCOMBRIDAE",99
"370",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198402,179,2,33,12000,NA,"SCOMBRIDAE",102
"371",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,170,2,10,35000,NA,"SCOMBRIDAE",999.99
"372",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200604,331,1,302,6500,"E","MELANOSTIGMA ATLANTICUM",57
"373",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199401,140,1,2,15800,NA,"CEPHALOPODA",77
"374",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200302,70,1,303,18000,"E","SCOMBER SCOMBRUS",84
"375",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,37,2,16,7500,NA,"ANCHOA MITCHILLI",84
"376",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199602,30,1,2,7000,NA,"MERLUCCIUS BILINEARIS",60
"377",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199301,45,2,1,20000,NA,"SCOMBRIDAE",99
"378",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,13,2,2,15900,NA,"ANIMAL REMAINS",96
"379",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200202,18,2,1,22000,"E","CLUPEA HARENGUS",72
"380",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199602,51,2,2,10000,NA,"SYMPHURUS SP",67
"381",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200703,30,2,1,5500,"N","LOLIGO SP",83
"382",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,19,2,5,1700,NA,"ACTINIARIA",999.99
"383",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,20,2,19,1800,NA,"ALOSA AESTIVALIS",90
"384",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200209,70,2,2,3700,"N","LOLIGO SP",83
"385",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199801,27,2,8,1800,NA,"SEPIOLIDAE",56
"386",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199804,144,2,12,8500,"N","LOLIGO SP",93
"387",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,245,2,1,12000,NA,"CANCER BOREALIS",999.99
"388",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199202,51,2,8,7000,NA,"ENGRAULIDAE",81
"389",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200005,121,2,1,7400,"N","PEPRILUS TRIACANTHUS",85
"390",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199801,40,1,8,2200,NA,"SEPIOLIDAE",63
"391",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199202,59,2,2,26000,NA,"SYMPHURUS SP",84
"392",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199402,19,2,9,2500,NA,"OCTOPODA",66
"393",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,48,2,1,6500,NA,"CANCER IRRORATUS",91
"394",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200703,117,2,5,4900,"N","LOLIGO SP",93
"395",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199505,20,2,2,11500,NA,"CLUPEA HARENGUS",81
"396",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200703,162,2,1,13000,"N","CITHARICHTHYS ARCTIFRONS",82
"397",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200002,67,2,7,5000,"N","ETROPUS MICROSTOMUS",64
"398",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199505,37,1,2,18300,NA,"MERLUCCIUS BILINEARIS",81
"399",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199908,126,2,1,2000,"N","LOLIGO SP",89
"400",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201602,56,2,14671,8200,"N","UROPHYCIS REGIA",87
"401",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199301,119,1,4,15000,NA,"CLUPEA HARENGUS",78
"402",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,80,2,72,7300,NA,"UROPHYCIS REGIA",82
"403",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,82,2,0,11800,NA,"AMMODYTES SP",82
"404",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199802,71,2,2,8000,NA,"UROPHYCIS REGIA",71
"405",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,39,2,8,31900,NA,"BREVOORTIA TYRANNUS",76
"406",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200510,326,1,301,17500,"N","SCOMBER SCOMBRUS",70
"407",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200807,213,1,301,18000,"E","LEPOPHIDIUM PROFUNDORUM",65
"408",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,8,2,7,11000,NA,"PEPRILUS TRIACANTHUS",99
"409",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198405,285,2,3,22000,NA,"GADIDAE",98
"410",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201602,206,2,251598,6000,"N","AMMODYTES SP",81
"411",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,15,1,3,10300,NA,"ANGUILLIFORMES LARVAE",67
"412",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201202,43,2,23724,6500,"N","LOLIGO SP",87
"413",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,44,2,4,7000,NA,"ANCHOA MITCHILLI",71
"414",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,95,1,3,16000,NA,"AMMODYTES SP",79
"415",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,46,2,1,2500,NA,"ANCHOA MITCHILLI",67
"416",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199802,140,1,1,19000,NA,"FISH",76
"417",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200610,216,1,302,8600,"N","LOLIGO SP",60
"418",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,66,2,44,6000,NA,"GADIDAE",74
"419",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198405,394,2,16,14800,NA,"AMMODYTES SP",99
"420",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201001,165,2,302,29000,"N","MERLUCCIUS BILINEARIS",86
"421",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199502,70,2,5,11000,NA,"STENOTOMUS CHRYSOPS",100
"422",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199507,253,1,1,8400,NA,"LOLIGO SP",52
"423",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198502,14,2,19,13000,NA,"BREVOORTIA TYRANNUS",97
"424",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198606,186,2,5,2300,NA,"ANIMAL REMAINS",91
"425",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198606,186,2,8,5000,NA,"CRUSTACEA SHRIMP",999.99
"426",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198502,61,2,3,7000,NA,"LEIOSTOMUS XANTHURUS",96
"427",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199303,67,1,7,31000,NA,"CRYPTACANTHODES MACULATUS",71
"428",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199706,243,2,1,21000,NA,"CLUPEA HARENGUS",53
"429",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198702,68,2,11,4000,NA,"PANDALIDAE",999.99
"430",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,35,2,6,6000,NA,"ANCHOA MITCHILLI",77
"431",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201001,35,2,1,7000,"N","OPHIDION MARGINATUM",79
"432",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201702,34,1,21404,6500,"N","LOLIGO SP",65
"433",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,45,2,1,9100,NA,"SYMPHURUS SP",88
"434",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199804,236,2,3,2800,"N","FISH LARVAE",58
"435",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",201004,261,2,1,4500,"N","LOLIGO SP",72
"436",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,55,2,1,5100,NA,"ANCHOA MITCHILLI",70
"437",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",202102,65,1,18750,16000,"E","CLUPEIDAE",81
"438",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198502,105,2,5,25000,NA,"OPHIDION MARGINATUM",64
"439",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199102,93,2,53,28000,NA,"SCOMBER SP",93
"440",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198901,39,2,13,6000,NA,"ENGRAULIDAE",999.99
"441",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198502,132,1,6,10000,NA,"LOLIGO SP",73
"442",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198502,132,2,24,11000,NA,"LOLIGO SP",90
"443",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,79,1,2,11100,NA,"LOLIGO SP",66
"444",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199804,316,1,2,25000,"E","CLUPEIDAE",73
"445",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199302,81,2,2,8500,NA,"TRIGLIDAE",80
"446",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199702,159,2,2,20000,NA,"CLUPEIDAE",69
"447",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199702,168,2,4,15000,NA,"CLUPEIDAE",81
"448",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",200902,23,2,1,9000,"E","CEPHALOPODA",82
"449",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199002,97,2,1,18500,NA,"AMMODYTES SP",101
"450",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,155,2,22,5000,NA,"AMMODYTES SP",68
"451",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",198603,155,2,25,4000,NA,"AMMODYTES SP",73
"452",15,"SQUALUS ACANTHIAS","SPINY DOGFISH",199908,221,1,2,4100,"N","CEPHALOPODA",75
